종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"109740","디에스케이","6260","10","0.16","125","50.08",,,"5146","1.22","0","0.00"
"196490","디에이테크놀로지","203","0","0.00",,,,,"303","0.67","0","0.00"
"066900","디에이피","2820","-5","-0.18",,,,,"6055","0.47","0","0.00"
"127120","디엔에이링크","3280","170","5.47",,,,,"1406","2.33","0","0.00"
"092070","디엔에프","16200","150","0.93","447","36.24",,,"13395","1.21","200","1.23"
"039840","디오","18930","-60","-0.32","227","83.39","1294","14.63","13386","1.41","0","0.00"
"013570","디와이","5160","10","0.19","737","7.00",,,"14212","0.36","150","2.91"
"219550","디와이디","650","-19","-2.84",,,,,"746","0.87","0","0.00"
"310870","디와이씨","1305","35","2.76","213","6.13",,,"2465","0.53","25","1.92"
"210540","디와이파워","13750","-620","-4.31","2491","5.52",,,"23912","0.58","400","2.91"
"104460","디와이피엔에프","14910","60","0.40","590","25.27","2652","5.62","11581","1.29","200","1.34"
"079810","디이엔티","8810","-110","-1.23","58","151.90",,,"6651","1.32","0","0.00"
"113810","디젠스","923","-6","-0.65","90","10.26",,,"541","1.71","0","0.00"
"043360","디지아이","2265","80","3.66",,,,,"4791","0.47","0","0.00"
"197140","디지캡","3550","5","0.14",,,,,"4574","0.78","0","0.00"
"068930","디지털대성","6870","-50","-0.72","473","14.52",,,"5993","1.15","200","2.91"
"033130","디지틀조선","1743","-31","-1.75","92","18.95",,,"2288","0.76","20","1.15"
"105740","디케이락","8920","-370","-3.98","1199","7.44",,,"13084","0.68","250","2.80"
"263020","디케이앤디","3070","0","0.00","460","6.67",,,"4435","0.69","50","1.63"
"290550","디케이티","11810","-120","-1.01","248","47.62","1522","7.76","7094","1.66","0","0.00"
"066670","디티씨","3945","5","0.13","233","16.93",,,"10242","0.39","50","1.27"
"187220","디티앤씨","3725","-240","-6.05",,,,,"7353","0.51","0","0.00"
"383930","디티앤씨알오","7200","-660","-8.40",,,,,"2488","2.89","0","0.00"
"131180","딜리","950","-15","-1.55","25","38.00",,,"2079","0.46","0","0.00"
"315640","딥노이드","6980","-70","-0.99",,,"173","40.43","1224","5.70","0","0.00"
"223310","딥마인드","3625","65","1.83",,,,,"1426","2.54","0","0.00"
"317120","라닉스","4165","30","0.73",,,,,"1104","3.77","0","0.00"
"462510","라메디텍","12170","-240","-1.93",,,,,"1169","10.41","0","0.00"
"042510","라온시큐어","2050","-60","-2.84","104","19.71","152","13.53","853","2.40","0","0.00"
"232680","라온테크","8570","-90","-1.04","187","45.83",,,"2254","3.80","30","0.35"
"418420","라온텍","4500","-155","-3.33",,,,,"726","6.20","0","0.00"
"300120","라온피플","5840","80","1.39",,,,,"2204","2.65","0","0.00"
"171120","라이온켐텍","2415","-160","-6.21","197","12.26",,,"3605","0.67","100","4.14"
"388790","라이콤","3785","5","0.13",,,,,"810","4.67","0","0.00"
"347700","라이프시맨틱스","2690","210","8.47",,,,,"573","4.69","0","0.00"
"214260","라파스","24800","100","0.40",,,,,"3552","6.98","0","0.00"
"115390","락앤락","8750","0","0.00",,,,,"11572","0.76","0","0.00"
"200350","래몽래인","11710","-1390","-10.61",,,,,"5822","2.01","0","0.00"
"171010","램테크놀러지","4970","-70","-1.39",,,,,"3421","1.45","0","0.00"
"084650","랩지노믹스","2560","170","7.11",,,,,"3068","0.83","0","0.00"
"217500","러셀","2270","-10","-0.44","91","24.95",,,"1889","1.20","30","1.32"
"038390","레드캡투어","15990","70","0.44","2005","7.98",,,"24430","0.65","900","5.63"
"294140","레몬","4350","-320","-6.85",,,,,"804","5.41","0","0.00"
"443250","레뷰코퍼레이션","10210","-20","-0.20","436","23.42",,,"4931","2.07","0","0.00"
"228670","레이","11040","-80","-0.72",,,"522","21.16","8212","1.34","0","0.00"
"228850","레이언스","7970","0","0.00","1246","6.40","1193","6.68","15265","0.52","100","1.25"
"412350","레이저쎌","7420","-120","-1.59",,,,,"4211","1.76","0","0.00"
"199550","레이저옵텍","10790","300","2.86","2","5395.00",,,"1997","5.40","0","0.00"
"281740","레이크머티리얼즈","16800","810","5.07","367","45.78","421","39.91","1671","10.05","0","0.00"
"277810","레인보우로보틱스","149900","-2000","-1.32",,,"859","174.48","6735","22.26","0","0.00"
"215100","로보로보","4310","-70","-1.60","69","62.46",,,"1530","2.82","14","0.32"
"090360","로보스타","26050","-200","-0.76","71","366.90",,,"9226","2.82","0","0.00"
"108490","로보티즈","21600","-200","-0.92",,,,,"7466","2.89","0","0.00"
"067730","로지시스","2845","0","0.00","53","53.68",,,"1760","1.62","60","2.11"
"071280","로체시스템즈","14630","430","3.03","594","24.63","1690","8.66","7484","1.95","50","0.34"
"032350","롯데관광개발","9920","-220","-2.17",,,,,"913","10.87","0","0.00"
"089860","롯데렌탈","30950","300","0.98","3275","9.45","4132","7.49","37351","0.83","1200","3.88"
"000400","롯데손해보험","2730","-20","-0.73","966","2.83",,,"4064","0.67","0","0.00"
"023530","롯데쇼핑","60600","100","0.17","5794","10.46","8592","7.05","335809","0.18","3800","6.27"
"020150","롯데에너지머티리얼즈","38350","-850","-2.17",,,"1118","34.31","31088","1.23","200","0.52"
"280360","롯데웰푸드","186000","1000","0.54","7978","23.31","14974","12.42","232340","0.80","3000","1.61"
"286940","롯데이노베이트","25750","-1150","-4.28","2776","9.28","3494","7.37","27576","0.93","1000","3.88"
"004000","롯데정밀화학","46750","-100","-0.21","7147","6.54","7450","6.28","93569","0.50","2000","4.28"
"004990","롯데지주","24500","100","0.41",,,"839","29.21","95749","0.26","1500","6.12"
"00499K","롯데지주우","35450","0","0.00",,,,,,,"1550","4.37"
"005300","롯데칠성","135600","300","0.22","16499","8.22","15382","8.82","145622","0.93","3400","2.51"
"005305","롯데칠성우","67500","100","0.15",,,,,,,"3405","5.04"
"011170","롯데케미칼","100800","-700","-0.69",,,"3523","28.61","368608","0.27","3500","3.47"
"071840","롯데하이마트","8700","0","0.00",,,"247","35.21","54020","0.16","300","3.45"
"328130","루닛","45900","-1250","-2.65",,,,,"8191","5.60","0","0.00"
"038060","루멘스","1184","0","0.00","85","13.93",,,"2080","0.57","0","0.00"
"141080","리가켐바이오","83100","800","0.97",,,"2204","37.70","5241","15.86","0","0.00"
"058470","리노공업","212000","3000","1.44","7308","29.01","8294","25.56","36700","5.78","3000","1.42"
"016100","리더스코스메틱","3175","-30","-0.94","13","244.23",,,"2409","1.32","0","0.00"
"012700","리드코프","4955","-15","-0.30","351","14.12",,,"16422","0.30","200","4.04"
"302550","리메드","3110","-10","-0.32","26","119.62",,,"1006","3.09","0","0.00"
"073570","리튬포어스","2620","70","2.75",,,,,"4065","0.64","0","0.00"
"377450","리파인","11420","120","1.06","1374","8.31","1645","6.94","10147","1.13","0","0.00"
"277070","린드먼아시아","5440","70","1.30","285","19.09",,,"4451","1.22","43","0.79"
"042500","링네트","5710","-90","-1.55","833","6.85",,,"6259","0.91","100","1.75"
"193250","링크드","552","-15","-2.65",,,,,"1170","0.47","0","0.00"
"219420","링크제니시스","5630","-10","-0.18","111","50.72",,,"3866","1.46","0","0.00"
"439090","마녀공장","25150","650","2.65","749","33.58","1157","21.75","5925","4.24","0","0.00"
"027740","마니커","1097","-3","-0.27",,,,,"732","1.50","0","0.00"
"195500","마니커에프앤지","3460","-95","-2.67","130","26.62",,,"4168","0.83","0","0.00"
"377480","마음AI","13340","-310","-2.27",,,,,"3271","4.08","0","0.00"
"305090","마이크로디지탈","11280","330","3.01","38","296.84","165","68.42","555","20.32","0","0.00"
"098120","마이크로컨텍솔","7780","0","0.00","890","8.74",,,"6629","1.17","80","1.03"
"424980","마이크로투나노","9500","-90","-0.94",,,,,"5650","1.68","0","0.00"
"038290","마크로젠","23650","4690","24.74",,,"569","41.58","15952","1.48","300","1.27"
"001080","만호제강","47150","0","0.00","3106","15.18",,,"88854","0.53","0","0.00"
"267980","매일유업","41300","100","0.24","7678","5.38","7334","5.63","75136","0.55","1200","2.91"
"005990","매일홀딩스","8350","-40","-0.48","3970","2.10",,,"30646","0.27","200","2.40"
"093520","매커스","9450","-190","-1.97","1878","5.03",,,"9952","0.95","150","1.59"
"377030","맥스트","3820","55","1.46",,,,,"1304","2.93","0","0.00"
"100590","머큐리","3955","-45","-1.13","216","18.31",,,"6249","0.63","0","0.00"
"067280","멀티캠퍼스","33050","100","0.30","5316","6.22",,,"32669","1.01","1600","4.84"
"072870","메가스터디","11360","-40","-0.35","1900","5.98",,,"27338","0.42","850","7.48"
"215200","메가스터디교육","53100","0","0.00","8118","6.54",,,"41175","1.29","2000","3.77"
"133750","메가엠디","2115","15","0.71",,,,,"2820","0.75","0","0.00"
"446540","메가터치","4830","90","1.90",,,,,"2414","2.00","0","0.00"
"235980","메드팩토","8050","30","0.37",,,,,"2106","3.82","0","0.00"
"041920","메디아나","5580","-130","-2.28","557","10.02",,,"6305","0.89","25","0.45"
"014100","메디앙스","2680","25","0.94","619","4.33",,,"7700","0.35","0","0.00"
"054180","메디콕스","689","-30","-4.17",,,,,"1191","0.58","0","0.00"
"086900","메디톡스","187000","2600","1.41","1311","142.64","4684","39.92","65468","2.86","1100","0.59"
"078160","메디포스트","6710","-30","-0.45","287","23.38",,,"8234","0.81","0","0.00"
"138040","메리츠금융지주","81900","300","0.37","11020","7.43","11557","7.09","50457","1.62","2360","2.88"
"408920","메쎄이상","2325","-5","-0.21","126","18.45",,,"1373","1.69","50","2.15"
"021880","메이슨캐피탈","355","0","0.00",,,,,"355","1.00","0","0.00"
"140410","메지온","34050","0","0.00",,,,,"2075","16.41","0","0.00"
"241770","메카로","7970","90","1.14",,,,,"18831","0.42","0","0.00"
"090370","메타랩스","1934","54","2.87",,,,,"2885","0.67","0","0.00"
"059210","메타바이오메드","4875","110","2.31","429","11.36",,,"3063","1.59","20","0.41"
"058110","멕아이씨에스","2435","90","3.84",,,,,"3191","0.76","0","0.00"
"017180","명문제약","2240","-15","-0.67",,,,,"2489","0.90","0","0.00"
"009900","명신산업","13670","-130","-0.94","2909","4.70","2567","5.33","10199","1.34","100","0.73"
"012690","모나리자","3090","-20","-0.64","250","12.36",,,"2223","1.39","150","4.85"
"005360","모나미","2760","55","2.03",,,,,"5080","0.54","50","1.81"
"070960","모나용평","3565","-25","-0.70","208","17.14",,,"8015","0.44","0","0.00"
"434480","모니터랩","4040","-205","-4.83",,,,,"2895","1.40","0","0.00"
"080420","모다이노칩","1994","-11","-0.55",,,,,"4377","0.46","0","0.00"
"417970","모델솔루션","11470","-130","-1.12","167","68.68",,,"9618","1.19","40","0.35"
"080160","모두투어","12620","-320","-2.47","592","21.32","1178","10.71","3995","3.16","250","1.98"
"087260","모바일어플라이언스","2560","-25","-0.97","65","39.38",,,"1483","1.73","0","0.00"
"101330","모베이스","3595","-35","-0.96","687","5.23",,,"13907","0.26","70","1.95"
"012860","모베이스전자","1927","-13","-0.67","128","15.05",,,"2807","0.69","0","0.00"
"363260","모비데이즈","1970","20","1.03",,,,,"1240","1.59","0","0.00"
"348030","모비릭스","6030","-230","-3.67",,,,,"7524","0.80","0","0.00"
"250060","모비스","3360","5","0.15",,,,,"689","4.88","0","0.00"
"288980","모아데이타","1803","5","0.28","7","257.57",,,"1137","1.59","0","0.00"
"142760","모아라이프플러스","1908","80","4.38","269","7.09",,,"1022","1.87","0","0.00"
"033200","모아텍","3695","30","0.82",,,,,"7598","0.49","0","0.00"
"333050","모코엠시스","1335","-16","-1.18","46","29.02",,,"886","1.51","14","1.05"
"009680","모토닉","8580","0","0.00","1270","6.76",,,"20673","0.42","450","5.24"
"118990","모트렉스","12210","0","0.00","1330","9.18",,,"8377","1.46","0","0.00"
"006920","모헨즈","3110","-10","-0.32","757","4.11",,,"3036","1.02","0","0.00"
"009580","무림P&P","3185","40","1.27",,,"382","8.33","9963","0.32","100","3.14"
"001810","무림SP","1720","8","0.47",,,,,"8956","0.19","10","0.58"
"009200","무림페이퍼","2125","5","0.24","83","25.60",,,"9962","0.21","75","3.53"
"033920","무학","6070","50","0.83","2470","2.46",,,"20374","0.30","230","3.79"
"008420","문배철강","2750","-5","-0.18","961","2.86",,,"9524","0.29","50","1.82"
"279600","미디어젠","11800","250","2.16",,,,,"2287","5.16","0","0.00"
"095500","미래나노텍","12570","-10","-0.08",,,,,"8680","1.45","0","0.00"
"254490","미래반도체","12840","-150","-1.15","355","36.17","1027","12.50","5554","2.31","0","0.00"
"025560","미래산업","2085","15","0.72",,,,,"2463","0.85","0","0.00"
"218150","미래생명자원","4890","-100","-2.00","23","212.61",,,"2265","2.16","0","0.00"
"007120","미래아이앤지","1052","2","0.19",,,,,"2208","0.48","0","0.00"
"442900","미래에셋드림스팩1호","9810","10","0.10",,,,,,,"0","0.00"
"100790","미래에셋벤처투자","5550","10","0.18","467","11.88",,,"6489","0.86","0","0.00"
"412930","미래에셋비전스팩1호","2620","0","0.00",,,,,,,"0","0.00"
"446190","미래에셋비전스팩2호","2330","5","0.22",,,,,,,"0","0.00"
"448830","미래에셋비전스팩3호","2215","0","0.00",,,,,,,"0","0.00"
"477380","미래에셋비전스팩4호","2045","-5","-0.24",,,,,,,"0","0.00"
"477470","미래에셋비전스팩5호","2155","15","0.70",,,,,,,"0","0.00"
"478440","미래에셋비전스팩6호","2070","-10","-0.48",,,,,,,"0","0.00"
"085620","미래에셋생명","5200","50","0.97","898","5.79","564","9.22","22308","0.23","0","0.00"
"006800","미래에셋증권","7530","-40","-0.53","531","14.18","985","7.65","18281","0.41","150","1.99"
"00680K","미래에셋증권2우B","3650","-35","-0.95",,,,,,,"150","4.11"
"006805","미래에셋증권우","4030","5","0.12",,,,,,,"165","4.09"
"049950","미래컴퍼니","21000","500","2.44","449","46.77",,,"16810","1.25","100","0.48"
"207760","미스터블루","1904","-67","-3.40",,,,,"745","2.56","0","0.00"
"002840","미원상사","208500","1000","0.48","12771","16.33",,,"79711","2.62","2000","0.96"
"268280","미원에스씨","144500","500","0.35","3758","38.45",,,"75776","1.91","2100","1.45"
"107590","미원홀딩스","84800","100","0.12","5708","14.86",,,"100783","0.84","700","0.83"
"134380","미원화학","80600","-200","-0.25","10763","7.49",,,"72153","1.12","3500","4.34"
"003650","미창석유","82500","900","1.10","31492","2.62",,,"241153","0.34","2800","3.39"
"059090","미코","12750","210","1.67",,,,,"2410","5.29","0","0.00"
"214610","미코바이오메드","1419","20","1.43",,,,,"849","1.67","0","0.00"
"201490","미투온","2410","5","0.21","249","9.68",,,"4191","0.58","0","0.00"
"452200","민테크","7510","-100","-1.31",,,,,"803","9.35","0","0.00"
"418470","밀리의서재","16090","-520","-3.13","2060","7.81","1529","10.52","6881","2.34","0","0.00"
"206640","바디텍메드","19300","800","4.32","1181","16.34","1667","11.58","8476","2.28","200","1.04"
"018700","바른손","1234","2","0.16",,,,,"1241","0.99","0","0.00"
"035620","바른손이앤에이","481","-19","-3.80",,,,,"979","0.49","0","0.00"
"053030","바이넥스","21150","400","1.93","151","140.07","323","65.50","5863","3.61","0","0.00"
"301300","바이브컴퍼니","4760","-35","-0.73","2677","1.78",,,"5462","0.87","0","0.00"
"377740","바이오노트","4080","0","0.00",,,"170","23.94","15252","0.27","200","4.90"
"064550","바이오니아","35700","1400","4.08",,,"1709","20.89","8674","4.12","0","0.00"
"314930","바이오다인","16200","950","6.23",,,"132","122.59","1529","10.60","0","0.00"
"208710","바이오로그디바이스","496","-10","-1.98",,,,,"972","0.51","0","0.00"
"086820","바이오솔루션","14830","-300","-1.98",,,,,"5258","2.82","0","0.00"
"038460","바이오스마트","4395","-60","-1.35","915","4.80",,,"5473","0.80","0","0.00"
"251120","바이오에프디엔씨","17300","350","2.06","655","26.41",,,"6873","2.52","0","0.00"
"199730","바이오인프라","8810","100","1.15","426","20.68",,,"7082","1.24","600","6.81"
"086040","바이오톡스텍","4740","80","1.72",,,,,"3247","1.46","0","0.00"
"099430","바이오플러스","5800","-770","-11.72","445","13.03",,,"2132","2.72","70","1.21"
"032980","바이온","1143","-73","-6.00",,,,,"506","2.26","0","0.00"
"308080","바이젠셀","4055","205","5.32",,,,,"3730","1.09","0","0.00"
"043150","바텍","25650","150","0.59","3483","7.36","4245","6.04","26837","0.96","100","0.39"
"323990","박셀바이오","16220","610","3.91",,,,,"3636","4.46","0","0.00"
"003610","방림","2580","-30","-1.15",,,,,"5301","0.49","38","1.47"
"267790","배럴","5540","40","0.73","865","6.40",,,"4295","1.29","50","0.90"
"001340","백광산업","9550","-610","-6.00","175","54.57",,,"4839","1.97","60","0.63"
"046310","백금T&A","2660","5","0.19","817","3.26",,,"3746","0.71","80","3.01"
"035150","백산","14130","-350","-2.42","1805","7.83","2605","5.42","9159","1.54","300","2.12"
"331520","밸로프","753","-3","-0.40","18","41.83",,,"575","1.31","0","0.00"
"438700","버넥트","4850","-5","-0.10",,,,,"4056","1.20","0","0.00"
"066410","버킷스튜디오","1153","0","0.00","63","18.30",,,"1813","0.64","0","0.00"
"002410","범양건영","1446","-34","-2.30",,,,,"2498","0.58","0","0.00"
"382900","범한퓨얼셀","18200","20","0.11",,,,,"12106","1.50","0","0.00"
"206400","베노티앤알","3275","30","0.92",,,,,"2655","1.23","0","0.00"
"019010","베뉴지","2035","-5","-0.25","342","5.95",,,"7815","0.26","30","1.47"
"177350","베셀","374","-8","-2.09",,,,,"333","1.12","0","0.00"
"424760","벨로크","1369","1","0.07",,,,,"1329","1.03","0","0.00"
"007210","벽산","2045","10","0.49","591","3.46",,,"4808","0.43","60","2.93"
"225530","보광산업","5010","-40","-0.79","459","10.92",,,"2619","1.91","300","5.99"
"250000","보라티알","11020","30","0.27","1444","7.63",,,"12811","0.86","250","2.27"
"002760","보락","1135","-9","-0.79","14","81.07",,,"814","1.39","5","0.44"
"003850","보령","10640","120","1.14","610","17.44","970","10.97","8331","1.28","100","0.94"
"310210","보로노이","79000","4100","5.47",,,,,"4786","16.51","0","0.00"
"006910","보성파워텍","3455","-35","-1.00","89","38.82",,,"1733","1.99","0","0.00"
"000890","보해양조","476","-1","-0.21",,,,,"575","0.83","0","0.00"
"226340","본느","3210","140","4.56",,,,,"996","3.22","0","0.00"
"003000","부광약품","5290","130","2.52",,,,,"3306","1.60","0","0.00"
"001270","부국증권","25450","200","0.79","6420","3.96",,,"85122","0.30","1500","5.89"
"001275","부국증권우","21450","0","0.00",,,,,,,"1550","7.23"
"026940","부국철강","2850","-20","-0.70","181","15.75",,,"6623","0.43","75","2.63"
"014470","부방","1941","-159","-7.57",,,,,"2932","0.66","0","0.00"
"011390","부산산업","64400","-7600","-10.56","3333","19.32",,,"123239","0.52","250","0.39"
"005030","부산주공","486","0","0.00",,,,,"253","1.92","0","0.00"
"008470","부스타","3885","20","0.52","179","21.70",,,"9572","0.41","60","1.54"
"338220","뷰노","32850","200","0.61",,,"42","776.15","362","90.75","0","0.00"
"100120","뷰웍스","26550","-50","-0.19","1603","16.56","3122","8.50","23482","1.13","350","1.32"
"406820","뷰티스킨","17140","-290","-1.66",,,,,"9930","1.73","0","0.00"
"337930","브랜드엑스코퍼레이션","8000","-200","-2.44","384","20.83","809","9.89","3029","2.64","80","1.00"
"099390","브레인즈컴퍼니","6670","50","0.76","620","10.76",,,"5909","1.13","60","0.90"
"064480","브리지텍","6560","50","0.77","308","21.30",,,"4361","1.50","150","2.29"
"288330","브릿지바이오테라퓨틱스","3120","370","13.45",,,,,"637","4.90","0","0.00"
"365900","브이씨","4200","-15","-0.36",,,,,"5266","0.80","0","0.00"
"089970","브이엠","11610","-190","-1.61",,,"441","26.32","5218","2.22","0","0.00"
"251630","브이원텍","6050","-60","-0.98","201","30.10",,,"7775","0.78","100","1.65"
"018290","브이티","37250","-750","-1.97","799","46.62","2198","16.95","3297","11.30","0","0.00"
"439580","블루엠텍","15480","-400","-2.52",,,,,"4264","3.63","0","0.00"
"033560","블루콤","3070","10","0.33",,,,,"9228","0.33","0","0.00"
"369370","블리츠웨이스튜디오","1750","-32","-1.80",,,,,"615","2.85","0","0.00"
"126340","비나텍","43100","50","0.12","336","128.27","723","59.61","10881","3.96","0","0.00"
"121800","비덴트","3320","0","0.00",,,,,"7233","0.46","0","0.00"
"082800","비보존 제약","3330","130","4.06",,,,,"2205","1.51","0","0.00"
"318410","비비씨","8870","-180","-1.99","966","9.18",,,"13924","0.64","400","4.51"
"002070","비비안","836","-3","-0.36",,,,,"2957","0.28","0","0.00"
"100220","비상교육","4660","15","0.32",,,,,"14789","0.32","0","0.00"
"419540","비스토스","2180","-10","-0.46","35","62.29",,,"806","2.70","0","0.00"
"146320","비씨엔씨","15830","20","0.13","101","156.73","831","19.06","5886","2.69","0","0.00"
"200780","비씨월드제약","5730","-60","-1.04","312","18.37",,,"9675","0.59","100","1.75"
"413640","비아이매트릭스","9190","30","0.33",,,,,"3804","2.42","0","0.00"
"141000","비아트론","7860","20","0.26","145","54.21",,,"14987","0.52","0","0.00"
"090460","비에이치","23550","-200","-0.84","2863","8.23","3497","6.74","20195","1.17","250","1.06"
"083650","비에이치아이","8710","-60","-0.68","267","32.62","680","12.81","2377","3.66","0","0.00"
"445360","비엔케이제1호스팩","2140","5","0.23",,,,,,,"0","0.00"
"473370","비엔케이제2호스팩","2065","0","0.00",,,,,,,"0","0.00"
"065170","비엘팜텍","543","-5","-0.91",,,,,"353","1.54","0","0.00"
"086670","비엠티","12150","-130","-1.06","1846","6.58",,,"13281","0.91","250","2.06"
"335890","비올","10790","260","2.47","370","29.16","623","17.33","991","10.89","18","0.17"
"230980","비유테크놀러지","229","0","0.00",,,,,"181","1.27","0","0.00"
"138580","비즈니스온","12860","-1920","-12.99","462","27.84","692","18.58","3156","4.07","0","0.00"
"082920","비츠로셀","19730","830","4.39","1667","11.84","1866","10.57","10469","1.88","250","1.27"
"054220","비츠로시스","476","-6","-1.24",,,,,"352","1.35","0","0.00"
"042370","비츠로테크","8180","-30","-0.37",,,,,"8093","1.01","50","0.61"
"050090","비케이홀딩스","816","-6","-0.73",,,,,"873","0.93","0","0.00"
"148780","비큐AI","1245","-28","-2.20","23","54.13",,,"392","3.18","0","0.00"
"307870","비투엔","2920","95","3.36",,,,,"417","7.00","0","0.00"
"357880","비트나인","2885","5","0.17",,,,,"1463","1.97","0","0.00"
"032850","비트컴퓨터","5680","140","2.53","338","16.80",,,"4041","1.41","62","1.09"
"238200","비피도","4545","0","0.00","132","34.43",,,"6321","0.72","0","0.00"
"093190","빅솔론","4765","55","1.17","688","6.93",,,"11281","0.42","200","4.20"
"065450","빅텍","4955","50","1.02",,,,,"1940","2.55","0","0.00"
"210120","빅텐츠","13740","-30","-0.22",,,,,"7313","1.88","0","0.00"
"044480","빌리언스","763","-2","-0.26",,,,,"469","1.63","0","0.00"
"005180","빙그레","86500","-600","-0.69","9751","8.87","11258","7.68","72564","1.19","2600","3.01"
"069540","빛과전자","3065","-165","-5.11",,,,,"1722","1.78","0","0.00"
"072950","빛샘전자","4895","50","1.03","504","9.71",,,"8847","0.55","70","1.43"
"451250","삐아","16740","-10","-0.06",,,,,,,"0","0.00"
"143240","사람인","18100","200","1.12","1740","10.40",,,"16087","1.13","500","2.76"
"003960","사조대림","75800","-2200","-2.82","12123","6.25","15196","4.99","75466","1.00","350","0.46"
"008040","사조동아원","1009","-7","-0.69","76","13.28",,,"1721","0.59","15","1.49"
"007160","사조산업","43600","0","0.00","3853","11.32",,,"105818","0.41","200","0.46"
"014710","사조씨푸드","7010","0","0.00",,,,,"12653","0.55","0","0.00"
"006090","사조오양","10110","160","1.61","2154","4.69",,,"23432","0.43","200","1.98"
"452430","사피엔반도체","18390","-810","-4.22",,,"191","96.32","1496","12.29","0","0.00"
"419120","산돌","7180","240","3.46","427","16.81",,,"7281","0.99","180","2.51"
"122350","삼기","1692","-9","-0.53","167","10.13",,,"3126","0.54","0","0.00"
"419050","삼기이브이","2210","-40","-1.78","84","26.31",,,"1262","1.75","0","0.00"
"014970","삼륭물산","4170","5","0.12","135","30.89",,,"4008","1.04","75","1.80"
"018310","삼목에스폼","19450","360","1.89","8474","2.30",,,"40225","0.48","300","1.54"
"053700","삼보모터스","4725","-25","-0.53","1436","3.29",,,"14431","0.33","50","1.06"
"009620","삼보산업","479","-12","-2.44",,,,,"213","2.25","0","0.00"
"023600","삼보판지","9760","30","0.31","3355","2.91",,,"34747","0.28","310","3.18"
"001470","삼부토건","1614","-161","-9.07",,,,,"516","3.13","0","0.00"
"028050","삼성E&A","25050","-50","-0.20","3846","6.51","3254","7.70","17721","1.41","0","0.00"
"006400","삼성SDI","333500","-2000","-0.60","30044","11.10","27371","12.18","276815","1.20","1000","0.30"
"006405","삼성SDI우","208500","-3500","-1.65",,,,,,,"1050","0.50"
"006660","삼성공조","14270","-100","-0.70","1736","8.22",,,"34240","0.42","60","0.42"
"028260","삼성물산","147900","100","0.07","13556","10.91","13662","10.83","209233","0.71","2550","1.72"
"02826K","삼성물산우B","112800","-1000","-0.88",,,,,,,"2600","2.30"
"207940","삼성바이오로직스","883000","35000","4.13","12051","73.27","15079","58.56","138119","6.39","0","0.00"
"032830","삼성생명","93700","1000","1.08","10554","8.88","10949","8.56","236324","0.40","3700","3.95"
"425290","삼성스팩6호","2220","0","0.00",,,,,,,"0","0.00"
"439250","삼성스팩7호","10110","20","0.20",,,,,,,"0","0.00"
"448740","삼성스팩8호","9930","10","0.10",,,,,,,"0","0.00"
"468510","삼성스팩9호","2045","-10","-0.49",,,,,,,"0","0.00"
"018260","삼성에스디에스","150900","-100","-0.07","8965","16.83","11082","13.62","111933","1.35","2700","1.79"
"009150","삼성전기","159500","-400","-0.25","5597","28.50","10034","15.90","103878","1.54","1150","0.72"
"009155","삼성전기우","74500","-200","-0.27",,,,,,,"1200","1.61"
"005930","삼성전자","82000","-1900","-2.26","2131","38.48","6984","11.74","52002","1.58","1444","1.76"
"005935","삼성전자우","64600","-1200","-1.82",,,,,,,"1445","2.24"
"001360","삼성제약","1660","89","5.67",,,,,"1044","1.59","0","0.00"
"010140","삼성중공업","11090","90","0.82",,,"478","23.21","4027","2.75","0","0.00"
"016360","삼성증권","44950","0","0.00","6130","7.33","8551","5.26","74162","0.61","2200","4.89"
"068290","삼성출판사","17130","200","1.18","875","19.58",,,"16613","1.03","200","1.17"
"029780","삼성카드","39450","-50","-0.13","5711","6.91","5335","7.39","76243","0.52","2500","6.34"
"000810","삼성화재","356000","-9500","-2.60","42777","8.32","42402","8.40","379073","0.94","16000","4.49"
"000815","삼성화재우","269000","-4000","-1.47",,,,,,,"16005","5.95"
"006110","삼아알미늄","58500","-700","-1.18","235","248.94",,,"17332","3.38","100","0.17"
"009300","삼아제약","33050","900","2.80","3502","9.44",,,"32846","1.01","750","2.27"
"145990","삼양사","48100","-200","-0.41","10647","4.52",,,"149069","0.32","1750","3.64"
"145995","삼양사우","29950","50","0.17",,,,,,,"1800","6.01"
"003230","삼양식품","679000","20000","3.03","16929","40.11","35869","18.93","75732","8.97","2100","0.31"
"002170","삼양통상","47600","-150","-0.31","7753","6.14",,,"155143","0.31","1500","3.15"
"272550","삼양패키징","18300","110","0.60","1611","11.36","2338","7.83","23724","0.77","500","2.73"
"000070","삼양홀딩스","68200","-600","-0.87","22269","3.06",,,"257475","0.26","3500","5.13"
"000075","삼양홀딩스우","53600","-200","-0.37",,,,,,,"3550","6.62"
"003720","삼영","3840","40","1.05","567","6.77","355","10.80","2011","1.91","20","0.52"
"002810","삼영무역","13030","10","0.08","2840","4.59",,,"28483","0.46","600","4.60"
"361670","삼영에스앤씨","7260","-260","-3.46",,,,,"4174","1.74","0","0.00"
"054540","삼영엠텍","4990","-100","-1.96","497","10.04",,,"5534","0.90","100","2.00"
"065570","삼영이엔씨","1881","-31","-1.62",,,,,"2738","0.69","0","0.00"
