종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","2305","20","0.88","2290","2460","2270","1743967","4118602435","111876959810","48536642"
"095570","AJ네트웍스","KOSPI",,"4650","-60","-1.27","4705","4750","4625","191846","897688315","217723671750","46822295"
"006840","AK홀딩스","KOSPI",,"18180","300","1.68","17890","18420","17560","40650","732699210","240840658980","13247561"
"054620","APS홀딩스","KOSDAQ","중견기업부","14920","570","3.97","14350","14990","13900","184982","2679820050","304281777320","20394221"
"265520","AP시스템","KOSDAQ","우량기업부","22450","150","0.67","22300","22650","21600","199683","4408201500","343067901450","15281421"
"211270","AP위성","KOSDAQ","벤처기업부","21650","-100","-0.46","21950","22150","21400","780056","17009760600","326531881600","15082304"
"027410","BGF","KOSPI",,"4520","185","4.27","4355","4525","4260","224171","995444345","432639895320","95716791"
"282330","BGF리테일","KOSPI",,"180700","-1000","-0.55","181800","183500","180400","22103","4004331800","3123201814200","17283906"
"126600","BGF에코머티리얼즈","KOSDAQ","우량기업부","7890","110","1.41","7780","8100","7700","2198654","17303140380","233038203660","29535894"
"138930","BNK금융지주","KOSPI",,"6490","-20","-0.31","6520","6530","6440","977713","6332241390","2115319746540","325935246"
"001460","BYC","KOSPI",,"440000","9500","2.21","431500","441000","413500","769","327447000","274830600000","624615"
"001465","BYC우","KOSPI",,"148800","0","0.00","148800","153500","146500","159","23708300","32049288000","215385"
"013720","CBI","KOSDAQ","중견기업부","270","-4","-1.46","275","276","265","3473528","931023874","79596447120","294801656"
"001040","CJ","KOSPI",,"106800","2500","2.40","104300","107000","104200","123923","13169896700","3116103386400","29176998"
"079160","CJ CGV","KOSPI",,"15240","-270","-1.74","15510","15530","15180","105934","1620555130","727341283440","47725806"
"035760","CJ ENM","KOSDAQ GLOBAL","우량기업부","83700","-2200","-2.56","85800","86400","83400","117771","9933923100","1835470189800","21929154"
"311690","CJ 바이오사이언스","KOSDAQ","기술성장기업부","28700","350","1.23","28650","29050","28300","5825","166546600","168717886400","5878672"
"00104K","CJ4우(전환)","KOSPI",,"81500","700","0.87","80200","81800","80200","6829","555207500","344460728000","4226512"
"000120","CJ대한통운","KOSPI",,"78100","-1800","-2.25","80000","80100","78100","41598","3269145000","1781644066400","22812344"
"011150","CJ씨푸드","KOSPI",,"3185","25","0.79","3160","3220","3160","88368","282584375","114439512005","35930773"
"011155","CJ씨푸드1우","KOSPI",,"24500","-1300","-5.04","25750","25750","24500","2015","50046100","4900000000","200000"
"001045","CJ우","KOSPI",,"52900","300","0.57","52600","53200","52500","2963","156547300","119565796700","2260223"
"097950","CJ제일제당","KOSPI",,"323500","-2500","-0.77","327500","328000","323000","27536","8933869000","4870029171000","15054186"
"097955","CJ제일제당 우","KOSPI",,"156000","500","0.32","155500","156100","154600","1198","186509900","207079548000","1327433"
"051500","CJ프레시웨이","KOSDAQ","중견기업부","29450","-200","-0.67","29650","30100","29150","47556","1400698700","349618207700","11871586"
"058820","CMG제약","KOSDAQ","중견기업부","2055","0","0.00","2090","2090","2040","478382","984757600","285423561420","138892244"
"023460","CNH","KOSDAQ","중견기업부","2120","20","0.95","2100","2130","1999","26937","54734128","78864000000","37200000"
"056730","CNT85","KOSDAQ","중견기업부","1717","-231","-11.86","1901","1910","1621","2602503","4543770389","61380957452","35748956"
"065770","CS","KOSDAQ","벤처기업부","1533","-7","-0.45","1563","1563","1525","97034","149368665","29757262290","19411130"
"083660","CSA 코스믹","KOSDAQ","관리종목(소속부없음)","835","90","12.08","760","835","741","225068","177959657","32941746155","39451193"
"000590","CS홀딩스","KOSPI",,"58300","100","0.17","58400","58400","57900","3207","186584400","67306300600","1154482"
"012030","DB","KOSPI",,"1950","265","15.73","1700","2040","1700","80106079","153243661665","392289169350","201173933"
"404950","DB금융스팩10호","KOSDAQ","SPAC(소속부없음)","2120","0","0.00","0","0","0","0","0","12380800000","5840000"
"367340","DB금융스팩8호","KOSDAQ","SPAC(소속부없음)","2125","40","1.92","2095","2125","2075","24024","50590100","12856250000","6050000"
"367360","DB금융스팩9호","KOSDAQ","SPAC(소속부없음)","2125","0","0.00","0","0","0","0","0","10285000000","4840000"
"016610","DB금융투자","KOSPI",,"4025","10","0.25","4020","4065","4005","26601","106966270","170846715725","42446389"
"005830","DB손해보험","KOSPI",,"71600","-3300","-4.41","74300","75700","71200","188162","13559466200","5069280000000","70800000"
"000990","DB하이텍","KOSPI",,"75400","3100","4.29","73100","76800","71500","4514920","336737122800","3347653535200","44398588"
"000995","DB하이텍1우","KOSPI",,"125600","200","0.16","137500","140000","125600","23271","3083925300","14106889600","112316"
"139130","DGB금융지주","KOSPI",,"6780","-120","-1.74","6910","6920","6770","1913216","13062303420","1146808747740","169145833"
"025440","DH오토웨어","KOSDAQ","중견기업부","627","1","0.16","628","636","623","178149","111832104","89347500000","142500000"
"001530","DI동일","KOSPI",,"24550","-250","-1.01","25300","25300","24100","313401","7722719000","627701028500","25568270"
"000210","DL","KOSPI",,"53000","-300","-0.56","53300","53800","52600","30639","1633851800","1110661852000","20955884"
"001880","DL건설","KOSPI",,"13720","350","2.62","13380","13790","13380","28393","385537610","302571056480","22053284"
"000215","DL우","KOSPI",,"30450","100","0.33","30350","30500","30000","1227","37177000","51342201750","1686115"
"375500","DL이앤씨","KOSPI",,"32950","600","1.85","32600","33300","32500","153082","5055454500","1274954877850","38693623"
"37550L","DL이앤씨2우(전환)","KOSPI",,"22850","500","2.24","22400","22900","22400","6794","154533950","48258080350","2111951"
"37550K","DL이앤씨우","KOSPI",,"20100","420","2.13","19690","20200","19470","7226","144263690","42489088500","2113885"
"068790","DMS","KOSDAQ","우량기업부","6830","30","0.44","6810","6880","6700","146922","998027430","167834006630","24573061"
"007340","DN오토모티브","KOSPI",,"78300","2800","3.71","75200","78700","74900","68104","5254939700","782530591500","9994005"
"004840","DRB동일","KOSPI",,"4430","-20","-0.45","4450","4490","4415","7016","31117060","88289900000","19930000"
"241520","DSC인베스트먼트","KOSDAQ","벤처기업부","4015","15","0.38","4010","4090","3990","155174","624979795","111662783045","27811403"
"155660","DSR","KOSPI",,"5310","80","1.53","5250","5350","5230","75024","396679220","84960000000","16000000"
"069730","DSR제강","KOSPI",,"5500","100","1.85","5460","5590","5400","69441","382598020","79200000000","14400000"
"180400","DXVX","KOSDAQ","중견기업부","6610","180","2.80","6780","6800","6400","758956","5026418960","189659969850","28692885"
"017940","E1","KOSPI",,"48750","400","0.83","48500","49200","48050","20272","988383300","334425000000","6860000"
"245620","EDGC","KOSDAQ","기술성장기업부","1453","-21","-1.42","1474","1502","1432","504850","737057008","122162327743","84075931"
"037370","EG","KOSDAQ","중견기업부","21350","2100","10.91","19700","21550","18800","1235598","25085068810","184143152200","8624972"
