종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","2125","115","5.72","2025","2140","2000","217247","451482705","103140364250","48536642"
"095570","AJ네트웍스","KOSPI",,"5760","-30","-0.52","5700","5800","5660","131328","753057280","269696419200","46822295"
"006840","AK홀딩스","KOSPI",,"16250","50","0.31","16250","16450","15900","10178","163161700","215272866250","13247561"
"054620","APS홀딩스","KOSDAQ","중견기업부","14500","350","2.47","13950","14500","13250","149822","2109941400","295716204500","20394221"
"265520","AP시스템","KOSDAQ","우량기업부","18800","1100","6.21","17550","19050","17550","107137","2001793250","287290714800","15281421"
"211270","AP위성","KOSDAQ","벤처기업부","9690","190","2.00","9500","9730","9410","56491","542172760","146147525760","15082304"
"027410","BGF","KOSPI",,"4155","55","1.34","4110","4205","4095","171901","716908790","397703266605","95716791"
"282330","BGF리테일","KOSPI",,"197500","-1500","-0.75","199000","200000","194000","36531","7176834500","3413571435000","17283906"
"138930","BNK금융지주","KOSPI",,"6550","210","3.31","6340","6550","6290","1475920","9530109820","2134875861300","325935246"
"001460","BYC","KOSPI",,"371500","-2500","-0.67","370500","375500","370500","44","16396500","232044472500","624615"
"001465","BYC우","KOSPI",,"141500","500","0.35","141000","141500","140000","76","10700500","30476977500","215385"
"013720","CBI","KOSDAQ","중견기업부","408","-1","-0.24","415","428","404","12263188","5073802716","110298999888","270340686"
"001040","CJ","KOSPI",,"82500","-900","-1.08","83800","83900","82100","49320","4077741900","2407102335000","29176998"
"079160","CJ CGV","KOSPI",,"17100","0","0.00","17150","17300","16850","77123","1316755300","816037632900","47721499"
"035760","CJ ENM","KOSDAQ GLOBAL","우량기업부","101200","-2300","-2.22","102500","104600","97800","309139","30837147600","2219230384800","21929154"
"311690","CJ 바이오사이언스","KOSDAQ","기술성장기업부","30800","1100","3.70","29700","31400","29400","23012","703453500","181063097600","5878672"
"00104K","CJ4우(전환)","KOSPI",,"73000","-500","-0.68","72800","73500","72600","1793","131093300","308535376000","4226512"
"000120","CJ대한통운","KOSPI",,"87700","-2000","-2.23","90300","90300","87200","69220","6098984800","2000642568800","22812344"
"011150","CJ씨푸드","KOSPI",,"3085","75","2.49","3010","3245","2995","3138020","9810087345","110846434705","35930773"
"011155","CJ씨푸드1우","KOSPI",,"29000","-1700","-5.54","31400","31400","28550","17225","513698300","5800000000","200000"
"001045","CJ우","KOSPI",,"48650","-350","-0.71","48800","49450","48400","1618","78855100","109959848950","2260223"
"097950","CJ제일제당","KOSPI",,"349000","-20000","-5.42","368000","368000","349000","139501","49120813000","5253910914000","15054186"
"097955","CJ제일제당 우","KOSPI",,"166000","-500","-0.30","167000","168500","164000","2604","430371500","220353878000","1327433"
"051500","CJ프레시웨이","KOSDAQ","중견기업부","30700","600","1.99","30450","31050","29850","73076","2223074800","364457690200","11871586"
"058820","CMG제약","KOSDAQ","중견기업부","2155","70","3.36","2085","2155","2085","582343","1239144665","299312785820","138892244"
"023460","CNH","KOSDAQ","중견기업부","2690","10","0.37","2680","2700","2580","22778","60069650","100068000000","37200000"
"056730","CNT85","KOSDAQ","관리종목(소속부없음)","3100","0","0.00","0","0","0","0","0","110511763600","35648956"
"065770","CS","KOSDAQ","벤처기업부","1550","45","2.99","1505","1580","1455","71719","107430015","30087251500","19411130"
"083660","CSA 코스믹","KOSDAQ","중견기업부","988","6","0.61","973","990","951","7600","7447718","38977778684","39451193"
"000590","CS홀딩스","KOSPI",,"57000","300","0.53","56700","57500","55100","1432","80575200","65805474000","1154482"
"012030","DB","KOSPI",,"793","0","0.00","780","798","779","130208","102634737","159530928869","201173933"
"404950","DB금융스팩10호","KOSDAQ","SPAC(소속부없음)","1995","-5","-0.25","2005","2005","1990","4701","9355760","11650800000","5840000"
"367340","DB금융스팩8호","KOSDAQ","SPAC(소속부없음)","2010","-5","-0.25","2005","2010","2005","11903","23866025","12160500000","6050000"
"367360","DB금융스팩9호","KOSDAQ","SPAC(소속부없음)","2005","-5","-0.25","2020","2020","2000","6378","12783485","9704200000","4840000"
"016610","DB금융투자","KOSPI",,"4085","60","1.49","3980","4115","3980","39013","158263400","173393499065","42446389"
"005830","DB손해보험","KOSPI",,"64600","1000","1.57","64400","65100","62600","101584","6514797700","4573680000000","70800000"
"000990","DB하이텍","KOSPI",,"39800","2300","6.13","37350","39950","37050","541793","21296624900","1767063802400","44398588"
"000995","DB하이텍1우","KOSPI",,"76100","13500","21.57","62400","81300","62400","3795","291837700","8547247600","112316"
"139130","DGB금융지주","KOSPI",,"7020","170","2.48","6780","7020","6780","336096","2339822060","1187403747660","169145833"
"001530","DI동일","KOSPI",,"14550","0","0.00","14200","14700","14150","54640","792220150","372018328500","25568270"
"000210","DL","KOSPI",,"57700","1000","1.76","57000","58300","55800","42345","2431309900","1209154506800","20955884"
"001880","DL건설","KOSPI",,"14300","200","1.42","14050","14550","13850","9381","133857150","315361961200","22053284"
"000215","DL우","KOSPI",,"32550","100","0.31","32450","32700","32050","485","15726500","54883043250","1686115"
"375500","DL이앤씨","KOSPI",,"33850","1350","4.15","32450","34000","31700","320531","10699161150","1309779138550","38693623"
"37550L","DL이앤씨2우(전환)","KOSPI",,"24700","600","2.49","24200","25300","23550","3200","78289100","52165189700","2111951"
"37550K","DL이앤씨우","KOSPI",,"22100","200","0.91","21900","22250","21400","3396","74136500","46716858500","2113885"
"068790","DMS","KOSDAQ","우량기업부","6060","210","3.59","5780","6140","5760","86536","522017160","148912749660","24573061"
"007340","DN오토모티브","KOSPI",,"64400","1300","2.06","62800","65600","61700","27560","1766512600","643613922000","9994005"
"004840","DRB동일","KOSPI",,"3760","-200","-5.05","3975","3975","3760","64891","247353275","74936800000","19930000"
"241520","DSC인베스트먼트","KOSDAQ","벤처기업부","3320","60","1.84","3190","3345","3190","58889","194451190","92333857960","27811403"
"155660","DSR","KOSPI",,"5490","130","2.43","5260","5530","5260","23899","129395530","87840000000","16000000"
