종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"060310","3S","KOSDAQ","중견기업부","2250","0","0.00","2250","2265","2230","105930","237567620","109207444500","48536642"
"095570","AJ네트웍스","KOSPI",,"6020","30","0.50","5990","6080","5940","77244","463365240","281870215900","46822295"
"006840","AK홀딩스","KOSPI",,"16200","-350","-2.11","16550","16550","16100","4123","66907200","214610488200","13247561"
"054620","APS홀딩스","KOSDAQ","중견기업부","13150","-300","-2.23","13650","13650","13100","54984","730978200","268184006150","20394221"
"265520","AP시스템","KOSDAQ","우량기업부","19000","-150","-0.78","19250","19250","18800","31388","595587150","290346999000","15281421"
"211270","AP위성","KOSDAQ","벤처기업부","9980","-170","-1.67","10250","10250","9930","85407","855852350","150521393920","15082304"
"027410","BGF","KOSPI",,"4365","70","1.63","4335","4390","4320","274868","1197033950","417803792715","95716791"
"282330","BGF리테일","KOSPI",,"191000","1500","0.79","190000","194500","186500","52677","10060550500","3301226046000","17283906"
"126600","BGF에코머티리얼즈","KOSDAQ","우량기업부","5310","10","0.19","5310","5420","5310","50405","269684820","156835597140","29535894"
"138930","BNK금융지주","KOSPI",,"6850","0","0.00","6820","6900","6810","1857488","12734182090","2232656435100","325935246"
"001460","BYC","KOSPI",,"375500","0","0.00","377000","377000","374000","24","9007500","234542932500","624615"
"001465","BYC우","KOSPI",,"141500","0","0.00","141000","141500","141000","32","4513000","30476977500","215385"
"013720","CBI","KOSDAQ","중견기업부","399","-6","-1.48","401","411","395","9631472","3854369105","107865933714","270340686"
"001040","CJ","KOSPI",,"82700","200","0.24","82600","83500","82600","52852","4386524800","2412937734600","29176998"
"079160","CJ CGV","KOSPI",,"17950","-550","-2.97","18450","18450","17850","223941","4051223350","856600907050","47721499"
"035760","CJ ENM","KOSDAQ GLOBAL","우량기업부","98900","-1100","-1.10","100000","100300","97000","157141","15456695900","2168793330600","21929154"
"311690","CJ 바이오사이언스","KOSDAQ","기술성장기업부","32050","1150","3.72","30900","32450","30600","13098","414816800","188411437600","5878672"
"00104K","CJ4우(전환)","KOSPI",,"73600","-200","-0.27","73800","74500","73200","2100","154615100","311071283200","4226512"
"000120","CJ대한통운","KOSPI",,"88800","-900","-1.00","89600","90300","88800","57982","5164829800","2025736147200","22812344"
"011150","CJ씨푸드","KOSPI",,"3390","85","2.57","3330","3600","3245","6745180","23322029890","121805320470","35930773"
"011155","CJ씨푸드1우","KOSPI",,"27650","-250","-0.90","27650","29100","27650","6012","169066950","5530000000","200000"
"001045","CJ우","KOSPI",,"49250","350","0.72","49200","49250","49050","521","25593700","111315982750","2260223"
"097950","CJ제일제당","KOSPI",,"342500","0","0.00","344000","345000","341500","48550","16658158500","5156058705000","15054186"
"097955","CJ제일제당 우","KOSPI",,"167500","500","0.30","167000","168000","167000","664","111179000","222345027500","1327433"
"051500","CJ프레시웨이","KOSDAQ","중견기업부","32350","1150","3.69","31300","32600","31000","125576","4030782950","384045807100","11871586"
"058820","CMG제약","KOSDAQ","중견기업부","2245","20","0.90","2250","2295","2215","1093111","2463273245","311813087780","138892244"
"023460","CNH","KOSDAQ","중견기업부","2690","15","0.56","2680","2705","2635","14328","38242375","100068000000","37200000"
"056730","CNT85","KOSDAQ","관리종목(소속부없음)","3100","0","0.00","0","0","0","0","0","110511763600","35648956"
"065770","CS","KOSDAQ","벤처기업부","1610","5","0.31","1605","1610","1585","20511","32729780","31251919300","19411130"
